Ax,Ay,Az,Gx,Gy,Gz,Flow_X,Flow_Y,LiDar
-216.98,-44.13,1002.5,4.27,-15.14,-5.49,-1,0,11
-216.98,-44.13,1002.5,5.74,-20.02,-14.4,0,0,11
-221.56,-54.38,984.74,1.34,-21.61,-13.55,0,0,11
-221.56,-54.38,984.74,-0.85,-14.77,-2.2,0,0,11
-216.98,-37.9,975.59,7.69,-23.56,-7.93,0,0,12
-216.98,-37.9,975.59,1.1,-24.66,-2.93,0,0,12
-215.33,-9.52,979.61,1.1,-24.78,-3.05,0,0,12
-215.33,-9.52,979.61,5.37,-18.07,2.81,0,0,12
-203.43,4.58,989.14,1.1,-23.07,1.95,0,0,11
-203.43,4.58,989.14,2.56,-28.08,-2.93,0,0,11
-197.39,18.68,993.71,4.15,-20.87,2.2,0,0,11
-197.39,18.68,993.71,-0.49,-24.66,0.37,1,0,12
-197.39,18.68,993.71,5.25,-27.47,-7.81,0,0,12
-197.39,18.68,993.71,5.74,-29.17,-11.11,0,0,11
-164.61,1.65,989.5,7.93,-24.05,1.95,0,0,12
-164.61,1.65,989.5,6.47,-23.8,4.52,-2,0,11
-145.39,-5.13,984.01,3.54,-25.63,2.08,-1,0,12
-145.39,-5.13,984.01,2.32,-21.85,2.32,0,0,12
-133.85,-19.23,971.92,2.81,-26.86,2.56,0,0,11
-133.85,-19.23,971.92,6.23,-27.95,-11.84,1,1,11
-111.15,-30.4,956.36,2.81,-32.1,2.44,0,0,11
-111.15,-30.4,956.36,1.34,-25.63,1.59,0,0,12
-76.17,-13.92,950.87,0.98,-24.78,0.98,1,0,11
-58.96,4.58,952.51,3.91,-24.9,-0.37,0,0,12
-58.96,4.58,952.51,1.59,-26.25,17.7,0,0,12
-48.71,14.28,953.43,1.34,-23.32,-0.24,1,0,12
-48.71,14.28,953.43,2.44,-30.64,-12.57,0,0,12
-32.23,36.25,960.94,9.52,-27.47,-5.13,0,0,12
-32.23,36.25,960.94,5.86,-26.73,-0.61,0,0,12
-32.23,36.25,960.94,2.32,-23.8,2.81,0,0,12
-32.23,36.25,960.94,0,-24.54,-9.64,0,0,12
-15.56,43.03,967.16,8.42,-29.42,-4.03,0,0,12
-15.56,43.03,967.16,4.03,-27.47,-0.98,0,-1,12
-20.32,35.16,977.23,3.91,-24.66,-0.98,1,0,12
-20.32,35.16,977.23,1.1,-27.22,-2.08,0,0,12
-16.85,20.69,983.09,3.78,-22.22,5.13,0,0,12
-16.85,20.69,983.09,-0.61,-29.17,-2.08,-1,0,12
10.44,31.31,980.71,-4.76,-21.12,-1.46,-1,0,12
10.44,31.31,980.71,-4.27,-22.71,-6.1,0,0,12
17.03,-0.55,973.21,3.54,-18.55,-5.62,1,0,12
17.03,-0.55,973.21,4.15,-20.63,2.32,0,0,11
29.85,15.93,975.22,0.85,-24.29,-11.35,1,0,13
29.85,15.93,975.22,-1.1,-16.36,8.42,1,0,12
46.51,26.37,985.11,-1.95,-24.05,-1.71,-1,0,12
46.51,26.37,985.11,2.81,-15.99,1.34,0,0,12
70.68,18.31,997.19,-1.71,-17.94,2.81,0,-2,12
70.68,18.31,997.19,-0.24,-21.61,-12.82,0,0,12
80.93,33.33,1004.7,0.49,-26.25,0.37,0,0,12
80.93,33.33,1004.7,1.34,-19.78,4.15,0,0,12
90.64,26.55,1012.76,-0.98,-20.63,0,0,0,12
90.64,26.55,1012.76,-0.98,-15.99,-6.47,0,0,12
104,23.8,1023.19,0.12,-17.46,-11.72,0,0,11
104,23.8,1023.19,-3.3,-14.28,-6.59,0,1,12
109.13,22.71,1028.69,-3.78,-18.92,-7.08,0,0,12
109.13,22.71,1028.69,-2.32,-15.38,-12.08,-1,1,12
114.44,7.87,1021.36,0.98,-11.6,-2.69,-1,1,12
114.44,7.87,1021.36,1.83,-8.54,-0.49,-1,1,12
120.3,-2.56,1023.93,1.95,-13.06,-4.39,0,0,12
120.3,-2.56,1023.93,-10.99,-11.47,-1.95,0,0,12
117.19,-3.11,1022.28,-5.98,-4.88,2.93,-1,0,11
117.19,-3.11,1022.28,-3.3,-10.38,6.59,-1,0,12
117.55,-17.4,1020.45,4.27,-6.84,-0.61,0,0,12
117.55,-17.4,1020.45,-1.22,-2.81,7.69,0,0,12
129.46,-8.42,1018.07,2.44,-4.64,0,0,0,12
133.85,-3.48,1015.32,-5.98,-6.96,-2.69,1,0,12
133.85,-3.48,1015.32,0.37,-8.3,-0.49,1,0,12
136.23,2.38,1014.22,2.69,-2.56,-1.34,0,0,12
136.23,2.38,1014.22,0.12,-5.86,-2.81,0,0,12
140.81,6.96,1015.14,-4.88,2.2,-3.91,0,-1,12
140.81,6.96,1015.14,-4.64,-9.16,-3.3,0,-1,13
140.81,6.96,1015.14,3.78,5.37,-1.22,1,-1,12
140.81,6.96,1015.14,-5.86,-1.22,0.24,0,0,12
140.81,6.96,1015.14,-1.59,3.78,-4.76,1,-1,12
140.81,6.96,1015.14,0.49,4.39,-2.93,0,0,12
138.61,-3.66,1016.6,-3.05,-1.34,-12.21,0,0,12
138.61,-3.66,1016.6,-1.59,6.84,0.61,0,-2,12
136.6,-9.89,1014.04,-14.89,-1.1,-1.1,0,0,12
136.6,-9.89,1014.04,-6.71,10.25,3.3,-2,0,12
120.3,-28.38,1012.76,-4.15,-2.56,-0.98,0,0,12
120.3,-28.38,1012.76,-5.86,10.25,-1.59,1,1,12
107.12,-24.72,1006.53,-4.15,7.32,-5,0,0,12
107.12,-24.72,1006.53,-7.45,8.06,0,0,2,11
100.89,-32.23,1003.42,-3.91,10.99,-6.96,1,0,12
100.89,-32.23,1003.42,-1.46,15.5,9.16,1,0,11
91.55,-28.2,1007.26,-5,9.77,-8.67,3,-4,12
91.55,-28.2,1007.26,-5.37,12.57,-7.08,0,0,12
91,-8.42,1012.21,-8.42,11.47,3.42,4,-5,11
91,-8.42,1012.21,-1.1,15.14,1.95,3,-4,11
95.03,-9.16,1007.63,-13.43,11.84,2.69,3,-4,12
95.03,-9.16,1007.63,-3.66,6.84,5.49,0,0,12
94.48,-19.78,1003.78,-4.64,7.08,9.52,0,0,12
94.48,-19.78,1003.78,-1.95,8.3,10.86,-1,0,12
70.31,-21.24,996.28,-8.54,10.5,-1.71,-1,0,11
70.31,-21.24,996.28,-11.23,20.63,0.61,0,0,11
63.17,-42.3,993.16,-9.4,14.04,2.08,0,0,12
63.17,-42.3,993.16,-11.47,8.42,4.15,0,-1,12
52.37,-56.58,998.84,2.81,14.53,4.64,0,-1,11
52.37,-56.58,998.84,-10.25,14.4,1.22,0,0,11
30.21,-59.88,1001.04,-7.32,20.87,-3.3,0,0,11
30.21,-59.88,1001.04,-5.13,14.28,2.69,0,0,12
32.78,-68.3,1000.85,-2.56,17.09,1.34,0,-1,12
32.78,-68.3,1000.85,-5.62,20.51,0.12,0,-1,11
30.21,-57.13,1002.32,-6.84,17.94,0.49,0,-2,11
30.21,-57.13,1002.32,-7.45,18.68,3.05,0,0,11
15.56,-54.38,999.39,-3.78,17.58,-2.32,5,-3,11
4.58,-53.47,993.71,-4.39,14.4,2.81,6,-1,11
4.58,-53.47,993.71,-2.93,19.41,-0.73,5,-3,11
6.41,-56.03,1090.76,-5.37,18.43,-12.7,0,0,12
6.41,-56.03,1090.76,-8.67,20.51,-2.08,6,-1,12
42.3,-99.61,1049.38,0.49,18.8,10.25,2,0,11
42.3,-99.61,1049.38,-7.45,19.9,5.62,0,-2,12
42.3,-99.61,1049.38,-6.84,18.43,0.37,0,0,11
42.3,-99.61,1049.38,-1.95,16.85,-2.2,0,0,11
42.3,-99.61,1049.38,-1.95,13.55,1.95,0,0,11
42.3,-99.61,1049.38,-9.52,6.96,-0.98,0,1,11
-6.96,-117.74,1023.56,0.85,8.54,14.4,0,0,11
-6.96,-117.74,1023.56,1.71,12.21,-1.1,0,0,11
-81.12,-73.61,1012.39,-1.95,11.35,-4.03,1,0,11
-81.12,-73.61,1012.39,0,18.92,0.98,2,-1,10
-23.99,-102.36,980.35,-2.69,9.03,3.42,3,-2,11
-23.99,-102.36,980.35,0.24,14.89,10.74,3,0,11
-76.72,-42.3,999.76,-2.56,12.08,-0.61,0,0,11
-76.72,-42.3,999.76,4.15,9.77,7.2,0,0,11
-28.2,-80.75,1002.5,3.54,16.36,2.08,0,0,11
-28.2,-80.75,1002.5,5.49,11.96,6.23,0,3,10
-46.69,-60.97,1008.18,-2.2,13.06,11.72,0,0,10
-46.69,-60.97,1008.18,12.08,3.42,15.99,0,1,11
-25.45,-94.85,1073.91,8.54,17.58,-1.1,1,0,11
-25.45,-94.85,1073.91,5.62,0,8.3,2,-2,10
-43.4,-126.89,1119.69,8.67,10.38,9.64,0,-4,10
-43.4,-126.89,1119.69,4.88,15.87,8.18,0,0,11
-134.77,-225.22,1099.55,8.67,10.5,-2.44,1,-2,11
-134.77,-225.22,1099.55,1.34,6.47,-3.17,1,-2,10
-73.43,-109.5,1039.86,6.23,8.54,-3.66,-1,1,10
-73.43,-109.5,1039.86,9.4,9.52,-2.2,0,2,11
-56.21,-108.58,978.88,-2.56,-1.1,-12.21,0,0,11
-56.21,-108.58,978.88,5.37,2.08,-6.47,0,4,11
-55.3,-50.9,930.54,3.91,-5.49,-16.6,-2,6,11
-55.3,-50.9,930.54,4.52,8.18,-12.82,-1,7,11
-61.52,-4.21,967.53,5,3.05,-4.88,0,0,11
-61.52,-4.21,967.53,4.27,4.64,-8.54,-2,6,10
-107.67,-30.21,1000.12,9.64,5.13,-4.76,-2,8,10
-107.67,-30.21,1000.12,5.25,-1.46,-13.55,1,5,11
-85.14,-13,1021.55,6.35,0,1.95,1,6,10
-85.14,-13,1021.55,4.03,-3.42,-2.2,0,0,11
-119.75,-21.42,1013.85,1.71,1.1,-2.69,1,5,10
-93.93,-38.45,1003.97,1.22,5.37,7.08,1,7,11
-93.93,-38.45,1003.97,6.47,-2.2,-3.66,0,5,11
-64.64,-24.72,984.19,5.74,-7.08,-5.49,0,0,11
-64.64,-24.72,984.19,6.59,1.95,-7.2,-1,7,10
-73.24,-46.88,975.4,4.39,-1.83,-4.03,-1,6,10
-73.24,-46.88,975.4,4.64,-2.56,-12.33,-3,5,11
-54.93,-30.21,975.59,4.88,-5.37,-6.47,-1,5,11
-54.93,-30.21,975.59,8.42,-7.57,-10.62,0,0,10
-54.93,-30.21,975.59,6.71,-8.3,-8.18,-1,6,10
-54.93,-30.21,975.59,4.03,-2.81,-7.2,-1,5,10
-95.03,-26.18,1005.25,9.64,-6.35,-4.52,-1,5,11
-95.03,-26.18,1005.25,8.67,-5.74,-6.59,0,0,10
-103.45,-34.24,997.74,4.64,-8.67,-1.22,-1,4,10
-103.45,-34.24,997.74,-2.32,0.12,3.05,-3,4,10
-93.02,-16.3,1064.21,2.56,-3.66,-8.06,-1,4,10
-93.02,-16.3,1064.21,8.42,-1.1,-7.93,-2,2,10
-116.82,28.75,1057.43,6.35,-10.99,-5.74,0,0,11
-116.82,28.75,1057.43,0.12,0.85,-6.1,-2,2,9
-107.48,84.23,1019.71,5,-0.73,-4.64,-1,3,9
-107.48,84.23,1019.71,1.95,-5.62,-9.52,-2,1,10
-67.38,-5.68,964.78,0.85,-5,1.46,0,0,10
-67.38,-5.68,964.78,-4.64,-6.59,-8.18,0,3,10
-55.11,54.2,958.92,-3.91,-8.79,-5.49,0,0,9
-55.11,54.2,958.92,-9.52,-6.47,-13.31,1,0,10
-52.19,12.45,1000.67,-6.35,-5.25,-15.38,1,0,10
-52.19,12.45,1000.67,-5.74,-11.6,-9.4,0,0,10
-88.44,5.49,1016.78,0.37,-5.98,-16.85,1,0,9
-88.44,5.49,1016.78,0.98,-4.39,-5.62,-1,0,11
-77.09,0.73,1015.87,9.03,5.13,8.42,-1,-1,10
-77.09,0.73,1015.87,1.83,4.27,-12.7,0,0,10
-39.37,-66.28,1169.49,-2.69,5.13,-5.25,-1,-3,10
-39.37,-66.28,1169.49,2.32,2.56,3.05,0,-2,10
20.87,-167.91,998.11,2.32,-1.46,3.05,0,-2,10
20.87,-167.91,998.11,2.44,-0.24,2.08,0,-1,10
104,-54.57,1001.4,2.08,-2.44,4.88,0,0,10
104,-54.57,1001.4,0.85,-3.78,2.08,0,0,9
108.03,-105.65,1007.45,3.78,-0.24,2.81,0,0,9
108.03,-105.65,1007.45,0.85,-2.08,4.15,0,0,11
29.66,-71.23,1018.98,0.61,-1.59,-9.03,0,0,10
29.66,-71.23,1018.98,0.85,0.24,0.12,0,0,10
86.24,-2.38,1011.47,2.56,-2.2,-9.16,0,0,10
41.75,-29.3,1018.8,-8.06,1.1,-1.59,0,0,10
41.75,-29.3,1018.8,0,-2.08,-4.88,0,0,10
10.44,5.68,1004.15,5.98,-0.73,1.95,0,0,10
10.44,5.68,1004.15,-1.95,-3.17,10.62,0,0,10
-51.27,22.71,1006.71,-1.95,-3.66,8.54,0,0,10
-51.27,22.71,1006.71,3.17,1.46,11.96,0,0,9
-38.09,13.37,1002.14,5,0.24,10.5,0,0,10
-38.09,13.37,1002.14,5.74,-4.03,12.21,0,0,9
-38.09,13.37,1002.14,-1.46,-1.46,6.35,0,0,10
-38.09,13.37,1002.14,0.37,-0.24,3.91,-1,0,9
-50.72,9.16,1027.95,0.49,-6.23,-0.85,0,0,10
-50.72,9.16,1027.95,5.25,4.03,9.16,0,0,10
-50.35,-0.55,1004.33,2.2,-1.1,5.49,0,0,10
-50.35,-0.55,1004.33,-2.93,-0.98,0.12,0,0,9
-39.18,-25.63,1006.16,-0.12,-5.74,-2.44,0,0,10
-39.18,-25.63,1006.16,-0.61,-9.28,-1.22,0,0,10
-27.83,-40.47,1013.67,-1.83,-4.15,1.46,0,0,10
-27.83,-40.47,1013.67,-2.2,5.37,5.86,0,0,10
-17.94,-35.16,1016.24,0.85,-3.54,1.46,0,0,9
-17.94,-35.16,1016.24,0,1.1,-0.98,0,0,9
-26.55,-22.89,1016.78,1.83,3.17,0.98,0,0,10
-26.55,-22.89,1016.78,5.86,-0.49,7.57,0,0,10
-28.56,-14.1,1009.64,0,4.03,0.37,0,0,9
-28.56,-14.1,1009.64,-5.98,1.34,4.52,0,0,10
-32.04,-9.7,1004.15,1.46,-0.49,-8.67,0,0,9
-32.04,-9.7,1004.15,1.95,1.46,0,0,0,10
-36.62,-10.62,1006.35,-2.93,-3.54,-8.67,0,0,10
-36.62,-10.62,1006.35,-0.73,0.61,-2.69,0,0,10
-32.96,-18.86,1014.59,5.13,-2.69,-3.78,0,0,9
-32.96,-18.86,1014.59,-1.22,2.08,-9.52,0,0,10
-31.31,-21.79,1018.8,-3.3,-4.03,1.46,0,0,11
-31.31,-21.79,1018.8,-1.34,-0.61,-1.59,0,0,10
-37.17,-25.63,1007.26,3.78,-1.22,-6.1,0,0,11
-37.17,-25.63,1007.26,-3.91,-1.1,-3.78,0,0,10
-27.83,-34.24,1003.97,3.05,0.12,-3.54,0,-1,10
-27.83,-34.24,1003.97,2.44,-1.34,3.66,0,0,10
-18.68,-41.38,1012.02,-2.69,-2.81,-5.62,0,0,10
-18.68,-41.38,1012.02,3.17,1.71,4.03,0,0,9
4.76,-47.97,1017.33,0.12,2.44,0.49,0,0,10
4.76,-47.97,1017.33,0.85,6.71,-3.05,0,0,9
15.38,-50.17,1016.6,0.24,-8.42,1.83,0,0,10
15.38,-50.17,1016.6,-1.95,0,-0.37,0,0,9
15.38,-50.17,1016.6,0.24,-2.44,-7.32,0,0,10
6.41,-51.64,1006.9,1.59,0.24,-3.54,0,0,10
6.41,-51.64,1006.9,4.88,-6.59,-0.98,0,0,10
-13.37,-45.96,1009.83,0.73,0.24,0.73,0,0,10
-13.37,-45.96,1009.83,2.93,2.08,0.24,0,1,10
-31.13,-37.9,1013.31,-3.3,1.71,-0.61,0,0,9
-31.13,-37.9,1013.31,-3.91,1.34,-6.1,0,0,10
-31.13,-37.9,1013.31,4.15,-3.66,-5,0,0,9
-31.13,-37.9,1013.31,-2.44,-3.3,4.88,0,0,9
-60.61,-17.21,1009.46,3.3,5.74,1.71,0,0,10
-60.61,-17.21,1009.46,0.12,4.27,1.71,0,0,10
-56.95,-7.14,1010.38,-3.91,1.46,-4.52,0,0,10
-56.95,-7.14,1010.38,-6.1,-3.78,2.08,0,0,10
-56.95,-0.92,1012.21,2.69,4.39,0.12,0,0,9
-56.95,-0.92,1012.21,-3.3,2.08,0.73,0,0,10
-52,6.41,1012.02,7.57,2.32,0.85,0,0,11
-52,6.41,1012.02,0,5.37,5.62,0,0,10
-43.95,4.39,1010.38,-5.25,-4.15,-4.03,0,-1,10
-43.95,4.39,1010.38,1.83,-0.49,-2.69,0,0,10
-45.23,-3.85,1009.28,-1.1,-1.71,-0.85,0,0,10
-45.23,-3.85,1009.28,-1.46,-0.73,2.32,0,0,10
-46.33,-11.17,1011.11,-1.95,3.54,-0.73,0,0,10
-46.33,-11.17,1011.11,1.71,-6.84,-4.39,0,0,11
-37.17,-14.65,1010.19,5.25,1.22,2.81,0,0,11
-37.17,-14.65,1010.19,-4.39,1.1,-8.91,0,0,10
-32.78,-23.44,1010.74,1.1,-0.73,-4.15,0,0,11
-32.78,-23.44,1010.74,-0.98,-1.59,10.5,0,0,10
-28.38,-25.63,1011.66,4.27,-3.66,5.13,0,0,10
-28.38,-25.63,1011.66,-1.46,3.66,-5.62,0,0,11
-13.92,-26,1011.29,-4.03,-1.83,-4.39,0,0,9
-13.92,-26,1011.29,-0.73,1.46,-0.98,0,0,10
-13.92,-26,1011.29,1.83,-2.81,0.98,0,0,10
-13.92,-26,1011.29,5.86,-1.83,1.1,0,0,10
-5.31,-18.68,1010.56,-2.93,-2.08,6.35,0,0,10
-5.31,-18.68,1010.56,5.25,-1.1,-1.22,0,0,9
7.32,-15.56,1012.21,-1.59,-1.46,-2.32,0,0,10
7.32,-15.56,1012.21,1.83,-2.2,9.03,0,0,10
1.83,-18.13,1010.74,6.23,-4.03,1.22,0,0,10
1.83,-18.13,1010.74,-2.81,-5,-4.03,0,0,10
-4.58,-10.62,1008.54,0.12,-5.74,12.08,0,0,10
-4.58,-10.62,1008.54,-1.1,0.61,-2.08,0,0,9
-3.66,-4.21,1009.09,-0.61,-4.52,-4.64,0,0,10
-11.17,-0.73,1010.19,-3.91,1.34,-0.61,0,0,10
-11.17,-0.73,1010.19,-3.42,1.34,-5.62,0,0,10
-14.65,7.14,1007.45,-0.85,8.3,-6.59,0,0,11
-14.65,7.14,1007.45,2.69,0.37,0.12,0,0,10
-12.27,9.52,1010.01,-0.37,-2.81,-4.27,0,0,10
-12.27,9.52,1010.01,-0.49,5,7.57,0,0,10
-12.27,9.52,1010.01,-0.85,-0.37,2.69,0,0,11
-12.27,9.52,1010.01,-6.35,3.3,-6.23,0,0,10
-12.27,9.52,1010.01,3.66,0.73,7.69,0,0,10
-12.27,9.52,1010.01,8.18,-1.34,6.23,0,0,10
-3.66,2.56,1010.56,0,0,-4.15,0,0,10
-3.66,2.56,1010.56,4.76,7.69,8.54,0,0,10
-2.56,-3.3,1009.64,-4.64,2.81,-9.28,0,0,10
-2.56,-3.3,1009.64,0.73,4.64,-3.66,0,0,10
4.39,2.93,1009.28,-3.78,-4.88,-10.13,0,0,10
4.39,2.93,1009.28,-3.3,-0.61,3.66,0,0,10
-6.23,-18.86,1011.47,-6.84,1.1,4.64,0,0,10
-6.23,-18.86,1011.47,0.73,3.17,2.32,0,0,10
0,-5.68,1012.57,-1.22,-1.83,-0.37,0,0,10
0,-5.68,1012.57,-1.22,1.1,5.62,0,0,11
-0.37,-18.86,1013.31,-1.59,0,10.38,0,0,10
-0.37,-18.86,1013.31,-0.73,7.45,4.88,0,0,9
-6.23,-19.59,1010.01,-0.24,2.44,2.81,0,0,10
-6.23,-19.59,1010.01,-2.32,-3.66,-2.81,0,0,10
-6.41,-17.4,1011.47,-2.44,2.56,0.24,0,0,10
-6.41,-17.4,1011.47,-3.78,5.25,4.39,0,0,10
-12.27,-19.23,1012.21,-2.93,-1.34,2.93,0,0,10
-12.27,-19.23,1012.21,-0.73,-1.71,-3.78,0,0,9
-13.37,-4.39,1011.66,-2.08,-1.83,4.03,0,0,10
-13.37,-4.39,1011.66,-1.95,-0.98,-6.59,0,0,10
-17.4,-6.59,1028.14,-1.34,3.54,2.32,0,0,10
-17.4,-6.59,1028.14,-3.05,-0.61,-7.08,0,0,10
-28.02,-8.61,1001.04,-1.95,1.34,0.85,0,1,10
-28.02,-8.61,1001.04,1.46,-0.98,-4.52,0,0,10
-69.58,-51.64,1014.04,1.34,-1.59,-5.37,0,0,9
-69.58,-51.64,1014.04,0.24,-2.69,1.1,0,0,10
-60.97,-47.24,1011.29,0.49,-0.85,13.92,0,0,10
-60.97,-47.24,1011.29,-1.83,-2.69,-8.06,0,0,10
-62.26,-45.96,1010.19,-3.3,-0.37,5.98,0,0,10
-62.26,-45.96,1010.19,-5.49,1.1,-0.24,0,0,10
-80.02,-72.51,1013.67,4.03,7.93,0.37,0,0,10
-72.14,-66.65,1010.01,-2.56,3.91,14.77,0,0,9
-72.14,-66.65,1010.01,-1.34,-2.2,6.84,0,0,10
-62.99,-55.3,1003.78,-0.73,3.66,12.57,0,0,10
-62.99,-55.3,1003.78,-3.78,-2.93,-9.52,0,0,10
-88.62,-23.8,1008.91,-0.49,0.61,-0.12,0,0,10
-88.62,-23.8,1008.91,3.66,1.34,-1.95,0,0,10
-88.62,-23.8,1008.91,-1.71,0.85,-6.1,0,0,9
-88.62,-23.8,1008.91,-1.1,-1.34,-8.3,0,0,10
-88.62,-23.8,1008.91,-4.88,0.85,-5.25,0,0,11
-88.62,-23.8,1008.91,-1.34,-2.93,-8.3,0,0,10
-66.83,-23.44,1010.19,-5.13,-3.3,-5,0,0,10
-66.83,-23.44,1010.19,7.57,0.73,-2.2,0,0,10
-39,-30.94,1010.56,2.2,-2.81,0.49,0,0,10
-39,-30.94,1010.56,-7.57,0,-6.23,0,0,10
-48.89,-20.87,1010.38,-0.85,0.24,-3.42,0,-1,9
-48.89,-20.87,1010.38,2.81,-3.54,-9.52,0,0,11
-21.79,-25.27,1012.76,6.47,4.64,3.17,0,0,10
-21.79,-25.27,1012.76,6.47,6.1,1.46,0,0,10
11.35,-35.89,1010.93,2.81,-3.42,-4.76,0,0,10
11.35,-35.89,1010.93,0.24,-2.44,8.54,0,0,10
11.9,-26.55,1007.45,1.83,4.76,8.3,0,0,10
11.9,-26.55,1007.45,0.24,5.13,5.74,0,0,10
6.59,-24.17,1012.02,-2.93,0,-1.59,0,0,10
6.59,-24.17,1012.02,-5.62,-4.52,-3.3,0,0,10
24.72,-17.94,1012.94,-2.44,3.17,-2.44,0,0,10
24.72,-17.94,1012.94,-0.61,5.49,-3.78,0,0,10
19.59,-9.34,1010.56,-0.37,0.12,0.37,0,0,10
19.59,-9.34,1010.56,-7.81,0.85,-0.37,0,0,10
13.92,-22.52,1010.19,1.59,-0.61,-8.18,0,0,10
13.92,-22.52,1010.19,2.44,-2.81,-11.96,0,0,9
13.18,-6.04,1007.81,-4.27,1.83,-7.08,0,0,10
13.18,-6.04,1007.81,-0.73,1.46,-6.84,0,0,11
2.75,-4.39,1010.74,4.39,0.24,-3.66,0,0,11
2.75,-4.39,1010.74,5.13,-3.3,-3.78,0,0,10
-20.87,-7.51,1012.21,3.05,1.59,-0.98,0,0,11
-20.87,-7.51,1012.21,3.54,0,-9.77,0,0,9
-23.44,-3.11,1012.57,3.54,3.05,-0.61,0,0,10
-23.44,-3.11,1012.57,0,0.98,2.44,0,0,10
-25.45,-16.3,1010.56,-1.95,1.1,3.05,0,0,9
-25.45,-16.3,1010.56,-0.61,1.1,-3.17,0,0,9
-44.13,-19.23,1008.54,1.1,-5.98,-1.22,0,0,10
-48.52,-13.18,1009.83,0.12,-0.61,1.95,0,0,11
-48.52,-13.18,1009.83,0,-5,5.25,0,0,10
-50.54,-23.25,1012.94,0.85,2.08,-1.34,0,0,10
-50.54,-23.25,1012.94,-1.59,5.25,8.42,0,0,10
-57.68,-28.02,1012.21,4.52,1.59,0.37,0,0,11
-57.68,-28.02,1012.21,2.32,-1.83,14.04,0,0,10
-50.35,-32.96,1009.46,-2.32,-4.15,0.49,0,1,10
-50.35,-32.96,1009.46,2.81,-1.59,5.49,0,0,9
-50.35,-32.96,1009.46,3.42,3.3,0.24,0,0,10
-50.35,-32.96,1009.46,4.27,-1.22,1.59,0,0,9
-55.85,-39.55,1012.57,6.1,0.98,-0.12,0,0,11
-55.85,-39.55,1012.57,1.83,0.24,2.2,0,0,9
-47.61,-37.72,1012.39,6.59,5.49,-2.81,0,0,10
-47.61,-37.72,1012.39,-0.61,-1.22,-5.74,0,0,10
-44.31,-43.76,1012.94,-2.08,-2.81,-4.88,0,0,10
-44.31,-43.76,1012.94,-1.83,0.12,-8.3,0,0,9
-37.35,-46.69,1010.74,-1.59,-0.24,0.24,0,0,10
-37.35,-46.69,1010.74,7.93,0.61,2.32,0,0,9
-28.56,-43.76,1010.19,4.39,2.56,7.69,0,0,10
-28.56,-43.76,1010.19,1.59,2.08,-3.3,0,0,10
-31.31,-40.1,1011.11,-3.78,4.15,4.64,0,0,9
-31.31,-40.1,1011.11,9.52,-0.24,7.08,0,0,10
-25.27,-31.68,1012.94,2.44,0,-2.69,0,0,10
-25.27,-31.68,1012.94,6.1,7.93,-2.08,0,0,10
-13.37,-27.28,1011.11,0.24,-2.32,-4.88,0,0,10
-13.37,-27.28,1011.11,2.93,-0.73,8.67,0,0,10
-10.99,-20.69,1012.21,0.85,-4.52,0.73,0,0,11
-10.99,-20.69,1012.21,1.34,-1.22,5.37,0,0,10
-9.89,-12.08,1010.38,3.78,-0.73,-1.71,0,0,10
-9.89,-12.08,1010.38,1.83,6.84,-0.98,0,0,10
-5.68,-6.77,1011.29,-3.3,6.71,-1.22,0,0,10
-5.68,-6.77,1011.29,2.81,-1.34,3.78,0,0,9
-10.62,-2.38,1014.77,-3.91,-4.03,10.74,0,0,10
-10.62,-2.38,1014.77,0.24,-4.15,-3.17,0,0,10
-12.63,-1.28,1011.29,-0.85,4.27,-11.96,0,0,10
-12.63,-1.28,1011.29,7.57,0.85,-8.3,0,0,10
-9.16,-1.28,1009.28,-0.73,-0.85,6.47,0,0,10
-9.16,-1.28,1009.28,0.85,-0.61,-7.81,0,0,10
-16.48,-4.21,1008.36,-0.12,-1.59,-0.61,0,0,10
-16.48,-4.21,1008.36,-3.05,-0.98,-12.45,0,0,9
-21.79,-3.3,1010.74,2.81,-0.98,2.32,0,0,10
-23.25,-10.07,1010.93,-3.05,0.37,-0.85,0,0,10
-23.25,-10.07,1010.93,-1.71,-3.17,5.98,0,0,10
-24.9,-14.83,1013.12,1.95,6.71,9.89,0,0,9
-24.9,-14.83,1013.12,7.32,0.85,-1.22,0,0,10
-32.41,-20.69,1008.73,-2.08,2.32,21.97,0,0,10
-32.41,-20.69,1008.73,-2.08,-0.49,4.88,0,0,10
-36.62,-28.56,1009.09,2.32,-4.64,1.83,0,0,10
-36.62,-28.56,1009.09,0.73,0,-1.95,0,0,11
-36.62,-28.56,1009.09,-4.52,-2.44,-6.84,0,0,10
-36.62,-28.56,1009.09,1.1,-2.93,4.64,0,0,11
-39.55,-35.71,1012.39,0.49,2.08,7.08,0,0,10
-39.55,-35.71,1012.39,0.98,4.39,0.61,0,0,10
-37.72,-40.28,1009.09,0.73,5.86,1.34,0,0,11
-37.72,-40.28,1009.09,2.81,-1.95,3.66,0,0,10
-40.47,-44.86,1008.18,4.15,2.08,-0.12,0,0,10
-40.47,-44.86,1008.18,-1.1,-4.27,0.73,0,0,10
-42.85,-44.31,1010.01,-1.83,-7.57,-10.01,0,0,10
-42.85,-44.31,1010.01,1.46,1.1,7.69,0,0,10
-40.83,-42.85,1012.02,-1.95,-1.83,-10.62,0,0,10
